"OTU","90543_ID2592_1-A-HOBBS-A001-A03_S91_L001_R1_001","90544_ID2592_2-B-HOBBS-A001-B03_S92_L001_R1_001","90545_ID2592_3-C-HOBBS-A001-C03_S93_L001_R1_001","90546_ID2592_4-D-HOBBS-A001-D03_S94_L001_R1_001","90547_ID2592_5-A-RROSE-A001-E03_S95_L001_R1_001","90548_ID2592_6-C-RROSE-1-A001-F03_S96_L001_R1_001","90549_ID2592_7-C-RROSE-2-A001-G03_S97_L001_R1_001","90550_ID2592_8-D-RROSE-A001-H03_S98_L001_R1_001","90551_ID2592_9-A-DENVER-A001-A04_S99_L001_R1_001","90552_ID2592_10-B-DENVER-A001-B04_S100_L001_R1_001","90553_ID2592_11-C-DENVER-A001-C04_S101_L001_R1_001","90554_ID2592_12-D-DENVER-A001-D04_S102_L001_R1_001","90555_ID2592_13-A-KSW2-A001-E04_S103_L001_R1_001","90556_ID2592_14-B-KSW2-A001-F04_S104_L001_R1_001","90557_ID2592_15-C-KSW2-A001-G04_S105_L001_R1_001","90558_ID2592_16-D-KSW2-A001-H04_S106_L001_R1_001","90559_ID2600_1-SB1-A001-A03_S219_L004_R1_001","90560_ID2600_2-SB2-A001-B03_S220_L004_R1_001","90561_ID2600_3-SB3-A001-C03_S221_L004_R1_001","90562_ID2600_4-SB4-A001-D03_S222_L004_R1_001","90563_ID2600_5-SB5-A001-E03_S223_L004_R1_001","90564_ID2600_6-SB6-A001-F03_S224_L004_R1_001","Taxonomic lineage"
"Propionibacterium","0.00109","0.00067","0.00072","0.00049","0.00173","0.00124","0.00153","0.00167","0.00058","0.0013","0.00151","0.00129","0.00203","0.001","0.00145","0.00212","0.00122","0.00143","0.00141","0.00176","0.00071","0.00206","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium"
"Propionicimonas","0.00016","0","0","0","0","0","0","0","0","0","0","8.0E-5","0.00014","0","0","0","0","0","0","0","0","0","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Propionicimonas"
"Propionimicrobium","0","0","0","8.0E-5","0","0","0","0","0","0","0","8.0E-5","7.0E-5","0","0","8.0E-5","0","0","0","0","0","0.00011","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionimicrobium"
"Prorocentrum","0.00047","0","0","0","0","0","8.0E-5","0","0","9.0E-5","8.0E-5","8.0E-5","0","0","0","0","0","0","0","0","4.0E-5","3.0E-5","Eukaryota;unkn. Eukaryota(d);Dinophyceae;Prorocentrales;Prorocentraceae;Prorocentrum"
"Prostanthera","0","0","0","0.00016","0","6.0E-5","0","0","0","0","0","0","7.0E-5","0","0.00015","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Lamiaceae;Prostanthera"
"Prosthecobacter","0","0","8.0E-5","0","0","0","8.0E-5","0.00011","0.0001","0","0.00023","8.0E-5","0","8.0E-5","0","0","0.00061","0","0.00042","0.00061","0.00038","0.00062","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter"
"Prosthecochloris","0.00016","0","0","0","0","0","8.0E-5","0","0","0","0","8.0E-5","0","0","0","8.0E-5","0","0","0","0","4.0E-5","3.0E-5","Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris"
"Prosthecomicrobium","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","7.0E-5","0","0","0","0","0","0.00014","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Prosthecomicrobium"
"Protaspis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00035","0.00046","0.00021","0","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);Thaumatomonadida;Thaumatomastigidae;Protaspis"
"Proteiniphilum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Proteiniphilum"
"Proteus","0","0","0","0","0","0","8.0E-5","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","6.0E-5","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus"
"Protobothrops","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","Eukaryota;Chordata;unkn. Chordata(p);Squamata;Viperidae;Protobothrops"
"Protocrea","0","7.0E-5","0","0","0","0","0","0","0","9.0E-5","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Protocrea"
"Protopolystoma","0.00016","0","8.0E-5","0","0","0","0","0","0","0","0.00023","0","0","8.0E-5","7.0E-5","8.0E-5","0.0066","0.00061","0.00028","0.00076","0.00042","0.00155","Eukaryota;Platyhelminthes;Monogenea;Polyopisthocotylea;Polystomatidae;Protopolystoma"
"Protorhabditis","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Nematoda;Chromadorea;Rhabditida;Rhabditidae;Protorhabditis"
"Protoribates","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Arthropoda;Arachnida;Sarcoptiformes;Protoribatidae;Protoribates"
"Proturentomon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002","0","0","0","0","Eukaryota;Arthropoda;Protura;unkn. Protura(c);Protentomidae;Proturentomon"
"Providencia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia"
"Prunella","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","7.0E-5","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Lamiales;Lamiaceae;Prunella"
"Prunus","0","0","0.0004","0.00049","0.00015","0","0","0.00022","0.0001","9.0E-5","8.0E-5","0","0.00014","0","0.00022","0","9.0E-5","0","0","0","8.0E-5","3.0E-5","Eukaryota;Streptophyta;unkn. Streptophyta(p);Rosales;Rosaceae;Prunus"
"Psathyrella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0.00014","Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella"
"Pseudacidovorax","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0.00014","0","0","0","0","0","0","0","0","3.0E-5","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudacidovorax"
"Pseudacrobeles","0","0","0.00016","0","0","0","0","0.00011","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Nematoda;Chromadorea;Rhabditida;Cephalobidae;Pseudacrobeles"
"Pseudaminobacter","0","0","8.0E-5","0","0","0","0","0.00011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Pseudaminobacter"
"Pseudarcicella","0.00031","0.0002","8.0E-5","0.00024","0.00015","6.0E-5","0.00016","0.00033","0.00029","0","0","8.0E-5","0.00035","8.0E-5","7.0E-5","0.00017","0.00026","0.00061","7.0E-5","0.00023","0.00021","6.0E-5","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Pseudarcicella"
"Pseudarthrobacter","0.06686","0.02234","0.06076","0.03866","0.0606","0.01925","0.0355","0.10972","0.09975","0.08982","0.12146","0.17719","0.1861","0.0443","0.02887","0.20031","0.01789","0.04581","0.10485","0.08688","0.06495","0.12455","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Pseudarthrobacter"
"Pseudenhygromyxa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0E-5","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Pseudenhygromyxa"
"Pseudeurotium","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Ascomycota;Leotiomycetes;unkn. Leotiomycetes(c);Pseudeurotiaceae;Pseudeurotium"
"Pseudo-nitzschia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0E-5","Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia"
"Pseudoalteromonas","0.00016","0.00013","0","0.00016","8.0E-5","6.0E-5","0","0","0","0","0","0","7.0E-5","0","0","0.00017","0","0","0","0.00015","4.0E-5","0","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas"
"Pseudoasteromassaria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00035","0","0","0","0","0","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;unkn. Pleosporales(o);Pseudoasteromassaria"
"Pseudocercospora","0","0","0","0","0","6.0E-5","0","0","0.0001","0","0","0","0.00014","0","0","0","0.00017","0","0","0","8.0E-5","3.0E-5","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Pseudocercospora"
"Pseudochaetosphaeronema","0","0","0","0","0","0","0","0","0","0","0","0.00016","0","0","7.0E-5","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;unkn. Pleosporales(o);Pseudochaetosphaeronema"
"Pseudochilodonopsis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","Eukaryota;unkn. Eukaryota(d);Phyllopharyngea;Chlamydodontida;Chilodonellidae;Pseudochilodonopsis"
"Pseudochlorella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00028","0","0.00013","0","Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Pseudochlorella"
"Pseudoclavibacter","0","7.0E-5","0","8.0E-5","0","6.0E-5","0","0.00011","0","9.0E-5","0","0","7.0E-5","8.0E-5","0","0","0","0","0","0","0","6.0E-5","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter"
"Pseudoclostridium","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","8.0E-5","0","0","0","0","0","6.0E-5","Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Pseudoclostridium"
"Pseudocyphellaria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Ascomycota;Lecanoromycetes;Peltigerales;Lobariaceae;Pseudocyphellaria"
"Pseudodesulfovibrio","0","0","0","8.0E-5","0","0.00023","0.00016","0.00011","0.0001","0","0.00053","8.0E-5","0","8.0E-5","7.0E-5","0.00017","0","0.0002","0","8.0E-5","8.0E-5","0.00014","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio"
"Pseudoduganella","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0.00015","0","0","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Pseudoduganella"
"Pseudoflavonifractor","0","0","0","0","8.0E-5","0","8.0E-5","0","0","0","8.0E-5","0","0","0","0","8.0E-5","0","0","0","8.0E-5","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor"
"Pseudofulvimonas","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Pseudofulvimonas"
"Pseudoglutamicibacter","0","0","0","0","0","0","0","0","0.0001","0","0","0","0.00021","0","0","0","0","0","0","8.0E-5","0","6.0E-5","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Pseudoglutamicibacter"
"Pseudogulbenkiania","0.00233","0.00195","0.00248","0.00309","0.00203","0.00181","0.00161","0.00246","0.00155","0.00111","0.00196","0.00153","0.00035","0.00162","0.00109","0.00034","0.00026","0.00205","0.00113","0.00206","0.00147","0.00175","Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Pseudogulbenkiania"
"Pseudogymnoascus","0.00264","0.00121","0.00248","0.00171","0.00135","0.00169","0.00153","0.00123","0.00087","0.00056","0.0006","0.00282","0.00077","0.00031","0.00015","0.00034","0.00113","0","0.00169","0.00122","0.00092","0.01297","Eukaryota;Ascomycota;Leotiomycetes;unkn. Leotiomycetes(c);Pseudeurotiaceae;Pseudogymnoascus"
"Pseudohaliea","0","0","0","0","8.0E-5","0","0","0.00011","0","0","8.0E-5","8.0E-5","0","0","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Pseudohaliea"
"Pseudohongiella","0","0.00013","0.00016","0","8.0E-5","6.0E-5","0.00024","0","0.0001","0","8.0E-5","0.00024","0","0.00015","0","0","9.0E-5","0","0","0","0.00017","0","Bacteria;Proteobacteria;Gammaproteobacteria;unkn. Gammaproteobacteria(c);unkn. Gammaproteobacteria(c);Pseudohongiella"
"Pseudolabrys","0.03708","0.0487","0.06676","0.0468","0.07365","0.08999","0.08083","0.08639","0.04052","0.05252","0.08719","0.09239","0.01931","0.06607","0.04656","0.04255","0.03726","0.03313","0.01967","0.02626","0.02474","0.02383","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys"
"Pseudomicrostroma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","8.0E-5","0","6.0E-5","Eukaryota;Basidiomycota;Exobasidiomycetes;Microstromatales;unkn. Microstromatales(o);Pseudomicrostroma"
"Pseudomonas","3.42914","0.92572","0.13848","0.23406","0.21331","0.08705","0.34552","0.0625","0.65588","0.53243","0.08326","0.75638","0.613","0.05591","0.03547","0.044","0.32761","0.59227","0.75972","1.24612","1.28582","0.46184","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas"
"Pseudomuriella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0.00014","0","0","0","Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Pseudomuriellaceae;Pseudomuriella"
"Pseudomyrmex","0.00016","7.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Pseudomyrmex"
"Pseudonocardia","0.11821","0.21414","0.26096","0.15235","0.17063","0.21199","0.34407","0.28149","0.43467","0.22465","0.14969","0.16323","0.47903","0.3931","0.34916","0.30721","0.35696","0.34706","0.42111","0.24819","0.23873","0.21882","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia"
"Pseudonotohymena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","4.0E-5","0","Eukaryota;unkn. Eukaryota(d);Spirotrichea;Sporadotrichida;Oxytrichidae;Pseudonotohymena"
"Pseudooceanicola","0","0","0","0","0","6.0E-5","0","0","0","0","8.0E-5","0","0","8.0E-5","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola"
"Pseudopedobacter","0","0","0.00016","8.0E-5","0","6.0E-5","8.0E-5","0.00011","0.0001","0","8.0E-5","0","0.00014","0","7.0E-5","0","0","0","0","8.0E-5","4.0E-5","3.0E-5","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pseudopedobacter"
"Pseudoperonospora","0","0","0","0","0","0","0","0","0.0001","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);Oomycetes;Peronosporales;Peronosporaceae;Pseudoperonospora"
"Pseudophaeomoniella","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Ascomycota;Eurotiomycetes;Phaeomoniellales;Phaeomoniellaceae;Pseudophaeomoniella"
"Pseudoplatyophrya","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","0","0","Eukaryota;unkn. Eukaryota(d);Colpodea;Grossglockneriida;Grossglockneriidae;Pseudoplatyophrya"
"Pseudoplatystomum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00035","0","0","0","0","0","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Lophiostomataceae;Pseudoplatystomum"
"Pseudoplectania","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;Pseudoplectania"
"Pseudopodoces","0","0","0","0","0","0","0","0.00011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Chordata;Aves;Passeriformes;Paridae;Pseudopodoces"
"Pseudopropionibacterium","0.00016","0.00067","0.00032","0.00024","0.00083","0.00056","0.00089","0.00056","0.00019","0.00037","0.00053","0.00056","0.00049","0.00038","0.00022","0.00068","0.00069","0.0002","0.00085","0.00076","0.00013","0.00071","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Pseudopropionibacterium"
"Pseudopygmephorellus","0","7.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Arthropoda;Arachnida;Trombidiformes;Pygmephoridae;Pseudopygmephorellus"
"Pseudopyrenochaeta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00014","0","0","0","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pseudopyrenochaetaceae;Pseudopyrenochaeta"
"Pseudorasbora","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0E-5","Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Pseudorasbora"
"Pseudorhodobacter","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00014","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudorhodobacter"
"Pseudorhodoferax","0.00016","0","0","0","0","0","0","0","0","0","0","0","0.00014","0","0","0","0","0","0","0","4.0E-5","3.0E-5","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pseudorhodoferax"
"Pseudorhodoplanes","0.09215","0.77095","0.41775","1.01015","0.22119","0.61316","0.33632","0.24421","0.55904","0.37682","0.69886","0.3681","0.1712","0.42309","0.38391","0.15445","0.07052","0.0497","0.02165","0.02313","0.03903","0.04308","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;unkn. Rhizobiales(o);Pseudorhodoplanes"
"Pseudoruegeria","0","0","0","0","0","6.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudoruegeria"
"Pseudosporangium","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Pseudosporangium"
"Pseudotaeniolina","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;unkn. Capnodiales(o);Pseudotaeniolina"
"Pseudoteratosphaeria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Pseudoteratosphaeria"
"Pseudothermotoga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0002","0","0","0","0","Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Pseudothermotoga"
"Pseudotocepheus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Arthropoda;Arachnida;Sarcoptiformes;Otocepheidae;Pseudotocepheus"
"Pseudotricharina","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.0E-5","Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Pseudotricharina"
"Pseudotsuga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0.00013","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Pinales;Pinaceae;Pseudotsuga"
"Pseudovibrio","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0.00061","0","0","0","3.0E-5","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudovibrio"
"Pseudoxanthomonas","0.04266","0.09607","0.12656","0.10775","0.11206","0.06504","0.07075","0.07891","0.07997","0.04324","0.04695","0.03833","0.01378","0.05199","0.06745","0.01102","0.06201","0.06933","0.02595","0.04428","0.03576","0.03647","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Pseudoxanthomonas"
"Pseudozyma","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Pseudozyma"
"Psilotum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Streptophyta;Polypodiopsida;Psilotales;Psilotaceae;Psilotum"
"Psychrobacillus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0.00011","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Psychrobacillus"
"Psychrobacter","0","7.0E-5","0","0","8.0E-5","0","8.0E-5","0","0.00048","0","8.0E-5","0","7.0E-5","0","7.0E-5","0","0.00087","0","0.00042","0.00015","0","0","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter"
"Psychroflexus","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Psychroflexus"
"Ptolemeba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00014","0","0","0","Eukaryota;unkn. Eukaryota(d);unkn. Eukaryota(d);unkn. Eukaryota(d);unkn. Eukaryota(d);Ptolemeba"
"Ptychogena","0","0","0","0","0","0","0","0","0.0001","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Laodiceidae;Ptychogena"
"Ptychomitrium","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0E-5","Eukaryota;Streptophyta;Bryopsida;Grimmiales;Ptychomitriaceae;Ptychomitrium"
"Puccinia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia"
"Pueraria","0.00016","0","0","0","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","4.0E-5","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Fabales;Fabaceae;Pueraria"
"Pulvinula","0","7.0E-5","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Pulvinula"
"Puma","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Chordata;Mammalia;Carnivora;Felidae;Puma"
"Punctularia","0","0","0","0","0","0.00011","0","0","0.0001","0","0","0","0","0","0","0","9.0E-5","0","0","0","0","0","Eukaryota;Basidiomycota;Agaricomycetes;Corticiales;Punctulariaceae;Punctularia"
"Purcellia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Arthropoda;Arachnida;Opiliones;Pettalidae;Purcellia"
"Purpureocillium","0.00031","0.00034","0.00096","0.00106","0.003","0.00948","0.0046","0.02288","0.00029","0.00046","0.00075","0.00016","0.0007","0.00031","7.0E-5","0","0.00313","0.00307","0.00035","0.00053","0.00201","0.00042","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Purpureocillium"
"Pusillimonas","0","7.0E-5","8.0E-5","0.00024","0","0.00011","8.0E-5","0.00011","0","0","8.0E-5","0","0","0","0","0","0","0","0.00014","0","0.00013","6.0E-5","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pusillimonas"
"Pyemotes","0","7.0E-5","0","0","0","0","0","0","0","0","0","0","7.0E-5","0","0","0","0","0","0","0","0","0","Eukaryota;Arthropoda;Arachnida;Trombidiformes;Pyemotidae;Pyemotes"
"Pygocentrus","0.00016","0.00027","0.0004","0.00024","0.00023","0.0004","0.0004","0.00022","0.00029","9.0E-5","0.00023","8.0E-5","7.0E-5","0.00038","0.00022","0.00025","0.00026","0","0","0.00038","4.0E-5","0.00011","Eukaryota;Chordata;Actinopteri;Characiformes;Serrasalmidae;Pygocentrus"
"Pygochelidon","0","0","0","0","0","0","0","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","Eukaryota;Chordata;Aves;Passeriformes;Hirundinidae;Pygochelidon"
"Pyracantha","0","7.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Eukaryota;Streptophyta;unkn. Streptophyta(p);Rosales;Rosaceae;Pyracantha"
"Pyramidobacter","0","0","0","0","0","0","8.0E-5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Pyramidobacter"
"Pyramimonas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.0E-5","0","Eukaryota;Chlorophyta;unkn. Chlorophyta(p);Pyramimonadales;unkn. Pyramimonadales(o);Pyramimonas"
"Pyrenochaeta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00026","0","0","8.0E-5","0","0","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Cucurbitariaceae;Pyrenochaeta"
"Pyrenochaetopsis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00017","0","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pyrenochaetopsidaceae;Pyrenochaetopsis"
"Pyrenophora","0","7.0E-5","8.0E-5","0","0","0.00011","0.00056","0.00011","0.00107","0.00037","8.0E-5","0.00016","0.0014","0.00046","0.00036","0.00034","0.00017","0","0.00141","0.00046","0.00092","0.00031","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pyrenophora"
"Pyronema","0","0","0","8.0E-5","0","0","0","0","0.0001","0.00019","0","0","0.00056","0","0","0.00017","9.0E-5","0","0.00021","0","0","8.0E-5","Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Pyronema"
